Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering
00:52:30,2026-01-16,ACC-S01223,ACC-R01392,3577.74,USD,USD,United Kingdom,France,ACH,0
00:53:25,2026-01-16,ACC-S01303,ACC-R01928,304.73,EUR,EUR,Switzerland,Singapore,Cash Transfer,0
01:04:33,2026-01-16,ACC-S00144,ACC-R01373,342.09,CAD,CAD,Switzerland,Switzerland,Cash Transfer,0
01:05:05,2026-01-16,ACC-S01773,ACC-R00961,419.4,GBP,GBP,India,United States,Cheque,0
01:12:47,2026-01-16,ACC-S00206,ACC-R00658,1401.39,CAD,CAD,Japan,France,Wire,0
01:12:55,2026-01-16,ACC-S00259,ACC-R00372,1713.27,AUD,AUD,India,France,Wire,0
01:13:08,2026-01-16,ACC-S00992,ACC-R00362,890.46,EUR,EUR,Japan,Canada,ACH,0
01:13:26,2026-01-16,ACC-S00916,ACC-R00540,875.6,GBP,GBP,Brazil,Canada,Wire,0
01:14:43,2026-01-16,ACC-S00050,ACC-R01668,1252.51,AUD,AUD,United Kingdom,Singapore,Wire,0
01:22:29,2026-01-16,ACC-S00941,ACC-R01605,598.29,USD,USD,Germany,United Kingdom,Credit Card,0
01:26:07,2026-01-16,ACC-S01735,ACC-R00616,2734.93,EUR,EUR,Brazil,Japan,Credit Card,0
01:26:20,2026-01-16,ACC-S00124,ACC-R00171,1170.44,JPY,JPY,France,France,Cheque,0
01:27:05,2026-01-16,ACC-S01707,ACC-R01669,2376.4,JPY,EUR,Brazil,United Kingdom,Cash Transfer,0
01:27:49,2026-01-16,ACC-S00528,ACC-R00012,1027.78,GBP,GBP,Australia,United States,ACH,0
01:40:09,2026-01-16,ACC-S01846,ACC-R00819,1965.96,JPY,JPY,Germany,Brazil,ACH,0
01:41:22,2026-01-16,ACC-S01375,ACC-R01689,976.45,JPY,JPY,Australia,Japan,Debit Card,0
01:46:21,2026-01-16,ACC-S01163,ACC-R01905,211.85,AUD,AUD,Japan,Brazil,Debit Card,0
01:48:24,2026-01-16,ACC-S00314,ACC-R00800,2700.45,CAD,JPY,United States,Japan,Cheque,0
01:49:11,2026-01-16,ACC-S00044,ACC-R01278,511.84,JPY,JPY,Australia,Switzerland,Debit Card,0
01:49:54,2026-01-16,ACC-S01037,ACC-R00715,107.61,EUR,EUR,Australia,Brazil,Debit Card,0
01:53:10,2026-01-16,ACC-S01019,ACC-R00551,380.11,AUD,EUR,Singapore,India,Cheque,0
01:59:26,2026-01-16,ACC-S01931,ACC-R00637,979.59,USD,USD,Switzerland,France,ACH,0
02:01:02,2026-01-16,ACC-S00728,ACC-R01649,1119.54,EUR,JPY,Germany,Singapore,Debit Card,0
02:01:16,2026-01-16,ACC-S01695,ACC-R01616,503.69,GBP,USD,United Kingdom,United Kingdom,Debit Card,0
02:02:34,2026-01-16,ACC-S01532,ACC-R01490,1769.04,GBP,AUD,United Kingdom,Japan,Credit Card,0
02:03:25,2026-01-16,ACC-S01829,ACC-R00938,231.66,CAD,CAD,United Kingdom,India,Wire,0
02:04:40,2026-01-16,ACC-S01488,ACC-R00234,1948.73,EUR,EUR,Japan,France,Credit Card,0
02:06:57,2026-01-16,ACC-S01981,ACC-R01867,110.2,EUR,EUR,Australia,India,Debit Card,0
02:10:48,2026-01-16,ACC-S01508,ACC-R01300,788.93,EUR,EUR,United States,Germany,Debit Card,0
02:11:29,2026-01-16,ACC-S01040,ACC-R01804,800.88,JPY,JPY,United Kingdom,Switzerland,Debit Card,0
02:12:52,2026-01-16,ACC-S00701,ACC-R01547,1443.8,AUD,AUD,Australia,Japan,Wire,0
02:13:41,2026-01-16,ACC-S00458,ACC-R01625,277.82,JPY,JPY,Canada,France,Debit Card,0
02:21:33,2026-01-16,ACC-S00125,ACC-R01434,532.66,GBP,GBP,Germany,Australia,ACH,0
02:32:37,2026-01-16,ACC-S01006,ACC-R01688,232.07,CAD,CAD,United States,India,ACH,0
02:41:33,2026-01-16,ACC-S00074,ACC-R00203,231.05,GBP,GBP,Australia,Japan,Cheque,0
02:42:39,2026-01-16,ACC-S01698,ACC-R00289,1691.9,GBP,GBP,Singapore,Singapore,Debit Card,0
02:44:00,2026-01-16,ACC-S01903,ACC-R00048,382.55,JPY,JPY,Australia,Japan,Cheque,0
02:47:07,2026-01-16,ACC-S00320,ACC-R01713,1562.71,JPY,JPY,United States,Australia,Wire,0
02:50:00,2026-01-16,ACC-S00482,ACC-R01294,568.76,GBP,GBP,Japan,Singapore,Wire,0
02:51:59,2026-01-16,ACC-S00312,ACC-R00194,684.72,GBP,GBP,Australia,India,Cheque,0
02:53:34,2026-01-16,ACC-S00430,ACC-R00758,2850.0,USD,USD,Germany,France,ACH,0
02:58:27,2026-01-16,ACC-S01005,ACC-R01377,1722.53,CAD,CAD,Brazil,Canada,ACH,0
03:00:38,2026-01-16,ACC-S00295,ACC-R01548,4122.16,CAD,GBP,United States,France,Cash Transfer,0
03:02:35,2026-01-16,ACC-S01239,ACC-R01604,1235.85,USD,USD,Brazil,United States,Cheque,0
03:03:17,2026-01-16,BAD-VEL004,ACC-R00761,1170.24,JPY,JPY,India,Switzerland,Wire,1
03:05:30,2026-01-16,ACC-S01898,ACC-R01962,873.99,GBP,JPY,United States,India,Credit Card,0
03:05:42,2026-01-16,ACC-S00351,ACC-R01876,1171.43,GBP,GBP,Germany,India,Credit Card,0
03:05:49,2026-01-16,ACC-S00147,ACC-R00262,278.94,EUR,EUR,United Kingdom,Brazil,Wire,0
03:07:25,2026-01-16,ACC-S01309,ACC-R00483,228.75,EUR,EUR,Switzerland,Singapore,Cheque,0
03:21:43,2026-01-16,ACC-S00888,ACC-R00877,1467.14,AUD,AUD,Brazil,Singapore,Wire,0
03:23:25,2026-01-16,ACC-S00319,ACC-R01013,726.01,JPY,JPY,Germany,Switzerland,Cheque,0
03:23:48,2026-01-16,ACC-S01616,ACC-R00142,686.9,USD,AUD,United States,Japan,Cash Transfer,0
03:28:44,2026-01-16,ACC-S01331,ACC-R01609,1384.9,AUD,AUD,United Kingdom,Japan,Wire,0
03:33:02,2026-01-16,ACC-S01336,ACC-R00433,213.7,AUD,AUD,Japan,United States,Debit Card,0
03:33:22,2026-01-16,ACC-S00994,ACC-R01304,839.4,CAD,GBP,Brazil,United States,Debit Card,0
03:40:20,2026-01-16,ACC-S00275,ACC-R00322,973.88,JPY,JPY,France,India,Credit Card,0
03:42:26,2026-01-16,ACC-S00051,ACC-R00735,5103.16,EUR,EUR,Japan,United Kingdom,Credit Card,0
03:43:26,2026-01-16,ACC-S00159,ACC-R01443,1111.3,AUD,AUD,Canada,United States,Debit Card,0
03:44:37,2026-01-16,ACC-S01309,ACC-R00874,1114.61,CAD,CAD,Switzerland,Japan,ACH,0
03:47:52,2026-01-16,ACC-S01419,ACC-R01889,735.92,USD,USD,Australia,Japan,Wire,0
03:48:59,2026-01-16,ACC-S01179,ACC-R00624,899.85,EUR,EUR,India,France,Cheque,0
03:51:11,2026-01-16,ACC-S01360,ACC-R01660,723.76,GBP,CAD,Brazil,France,Cash Transfer,0
03:55:07,2026-01-16,ACC-S00616,ACC-R00742,1153.85,JPY,JPY,Switzerland,Canada,Credit Card,0
03:59:52,2026-01-16,ACC-S01326,ACC-R00911,573.9,AUD,AUD,Switzerland,United States,Credit Card,0
04:03:36,2026-01-16,ACC-S00509,ACC-R00562,709.75,AUD,AUD,Switzerland,Germany,Credit Card,0
04:03:48,2026-01-16,ACC-S01266,ACC-R00348,273.58,CAD,CAD,Germany,United Kingdom,Wire,0
04:05:46,2026-01-16,ACC-S01832,ACC-R00647,368.93,AUD,AUD,Switzerland,France,ACH,0
04:11:04,2026-01-16,ACC-S01875,ACC-R00822,185.14,GBP,GBP,Brazil,Canada,ACH,0
04:12:28,2026-01-16,ACC-S00439,ACC-R00971,911.86,AUD,AUD,India,United States,ACH,0
04:12:59,2026-01-16,ACC-S00327,ACC-R01022,603.09,GBP,GBP,India,Singapore,ACH,0
04:13:41,2026-01-16,ACC-S00359,ACC-R01412,535.04,GBP,GBP,Singapore,Singapore,Cash Transfer,0
04:15:06,2026-01-16,ACC-S01756,ACC-R00917,2113.84,USD,USD,Switzerland,Australia,Cheque,0
04:15:15,2026-01-16,ACC-S00603,ACC-R00833,2048.78,AUD,AUD,United Kingdom,Japan,Wire,0
04:15:44,2026-01-16,ACC-S00655,ACC-R01725,733.87,EUR,EUR,Japan,Australia,ACH,0
04:17:16,2026-01-16,BAD-VEL004,ACC-R00761,2736.34,CAD,CAD,India,Switzerland,Wire,1
04:29:14,2026-01-16,ACC-S01809,ACC-R01276,2548.01,CAD,CAD,India,United Kingdom,Credit Card,0
04:29:48,2026-01-16,ACC-S01269,ACC-R00043,717.48,EUR,EUR,India,Singapore,Wire,0
04:36:59,2026-01-16,ACC-S01102,ACC-R00931,31.24,AUD,AUD,Switzerland,United Kingdom,Debit Card,0
04:44:21,2026-01-16,ACC-S00660,ACC-R01332,519.27,EUR,AUD,Singapore,Switzerland,Cheque,0
04:44:37,2026-01-16,ACC-S01063,ACC-R01781,184.39,JPY,JPY,Singapore,Canada,Debit Card,0
04:50:29,2026-01-16,ACC-S00124,ACC-R00753,843.9,JPY,JPY,France,Australia,Cheque,0
04:53:55,2026-01-16,ACC-S01761,ACC-R00578,153.68,GBP,GBP,Singapore,Japan,Debit Card,0
04:56:58,2026-01-16,ACC-S01761,ACC-R01357,777.32,JPY,GBP,Singapore,Australia,Cheque,0
04:58:29,2026-01-16,ACC-S01498,ACC-R00368,401.61,JPY,JPY,Singapore,Singapore,Debit Card,0
05:00:09,2026-01-16,ACC-S01848,ACC-R00613,1349.44,AUD,GBP,United States,Canada,Cash Transfer,0
05:05:54,2026-01-16,ACC-S00377,ACC-R00027,1957.84,AUD,AUD,Canada,Australia,Cash Transfer,0
05:06:09,2026-01-16,ACC-S01563,ACC-R01376,82.41,CAD,CAD,United Kingdom,Japan,Credit Card,0
05:13:25,2026-01-16,ACC-S01265,ACC-R01452,1322.66,GBP,GBP,India,Brazil,Credit Card,0
05:20:42,2026-01-16,ACC-S00315,ACC-R01080,1037.64,JPY,JPY,Brazil,Germany,Debit Card,0
05:26:45,2026-01-16,ACC-S01262,ACC-R00861,522.55,AUD,AUD,Canada,United Kingdom,Wire,0
05:38:53,2026-01-16,ACC-S01241,ACC-R01075,421.85,GBP,GBP,Brazil,Japan,Wire,0
05:40:01,2026-01-16,ACC-S00264,ACC-R00407,877.22,EUR,EUR,United Kingdom,United States,Credit Card,0
05:41:22,2026-01-16,ACC-S01006,ACC-R01490,216.1,USD,GBP,United States,Canada,Cash Transfer,0
05:45:17,2026-01-16,ACC-S00321,ACC-R00158,1346.17,EUR,JPY,Switzerland,Switzerland,Cheque,0
05:48:10,2026-01-16,ACC-S00136,ACC-R00568,860.89,AUD,AUD,Brazil,United States,Cheque,0
05:49:56,2026-01-16,ACC-S00286,ACC-R01799,939.1,EUR,EUR,Germany,Switzerland,Wire,0
05:53:55,2026-01-16,ACC-S01173,ACC-R01244,754.99,EUR,CAD,India,United States,Debit Card,0
05:56:29,2026-01-16,ACC-S01403,ACC-R00312,72.78,USD,USD,Brazil,Brazil,Credit Card,0
05:57:49,2026-01-16,ACC-S01027,ACC-R00667,638.21,GBP,GBP,Australia,United States,Debit Card,0
05:58:49,2026-01-16,BAD-STR007,REC-STR007,9870.99,GBP,GBP,United States,Canada,Cash Transfer,1
05:59:46,2026-01-16,ACC-S01617,ACC-R01976,831.72,EUR,EUR,France,Switzerland,Cash Transfer,0
06:14:42,2026-01-16,ACC-S01644,ACC-R00042,1249.3,CAD,CAD,Australia,United States,ACH,0
06:15:32,2026-01-16,ACC-S01800,ACC-R01242,947.49,GBP,GBP,Germany,Brazil,Cash Transfer,0
06:20:42,2026-01-16,BAD-VEL004,ACC-R00761,2745.96,AUD,AUD,India,Switzerland,Wire,1
06:25:16,2026-01-16,ACC-S01763,ACC-R01105,45.15,JPY,JPY,Switzerland,United States,ACH,0
06:26:01,2026-01-16,ACC-S00227,ACC-R00743,1440.31,JPY,JPY,United States,Germany,Debit Card,0
06:26:24,2026-01-16,ACC-S01828,ACC-R00219,1356.43,JPY,JPY,Germany,Japan,Credit Card,0
06:27:45,2026-01-16,ACC-S00073,ACC-R01664,681.86,JPY,JPY,Germany,India,Debit Card,0
06:32:33,2026-01-16,ACC-S00712,ACC-R01069,63.76,AUD,AUD,United States,Singapore,Cash Transfer,0
06:38:39,2026-01-16,ACC-S00151,ACC-R01305,521.38,CAD,CAD,India,United Kingdom,ACH,0
06:38:42,2026-01-16,ACC-S00977,ACC-R00295,1590.31,GBP,GBP,Brazil,United Kingdom,Debit Card,0
06:45:55,2026-01-16,ACC-S00609,ACC-R01826,40.22,USD,USD,Switzerland,Japan,Cash Transfer,0
06:50:05,2026-01-16,ACC-S00219,ACC-R00061,1864.87,GBP,JPY,Brazil,Singapore,Credit Card,0
06:50:57,2026-01-16,ACC-S01353,ACC-R01281,286.11,CAD,CAD,Japan,India,Debit Card,0
06:52:37,2026-01-16,ACC-S00316,ACC-R00445,784.29,AUD,AUD,Singapore,Brazil,Credit Card,0
06:54:51,2026-01-16,ACC-S01587,ACC-R01077,646.81,USD,USD,United Kingdom,Germany,Wire,0
06:58:19,2026-01-16,ACC-S00182,ACC-R01324,711.56,USD,USD,Canada,United Kingdom,ACH,0
06:59:58,2026-01-16,ACC-S01042,ACC-R00766,677.56,JPY,JPY,Switzerland,Brazil,Credit Card,0
07:00:26,2026-01-16,ACC-S01873,ACC-R00730,284.71,GBP,GBP,Germany,United States,Credit Card,0
07:09:21,2026-01-16,ACC-S01314,ACC-R01853,42.88,JPY,JPY,India,Brazil,Credit Card,0
07:12:14,2026-01-16,ACC-S01944,ACC-R01724,360.89,EUR,EUR,United Kingdom,Australia,Credit Card,0
07:13:38,2026-01-16,ACC-S00739,ACC-R01519,135.4,JPY,JPY,Brazil,Australia,Credit Card,0
07:19:55,2026-01-16,ACC-S01344,ACC-R00111,1649.33,USD,USD,United Kingdom,Japan,Cheque,0
07:23:13,2026-01-16,ACC-S00448,ACC-R00485,523.83,AUD,AUD,France,Brazil,Wire,0
07:23:36,2026-01-16,ACC-S00464,ACC-R01047,994.53,USD,USD,France,Singapore,Cheque,0
07:24:53,2026-01-16,ACC-S00309,ACC-R01382,375.42,AUD,AUD,Brazil,Australia,Wire,0
07:33:25,2026-01-16,ACC-S01782,ACC-R00389,527.56,CAD,CAD,Switzerland,Japan,Credit Card,0
07:40:03,2026-01-16,ACC-S01182,ACC-R01348,1316.47,USD,USD,Germany,India,Cheque,0
07:41:13,2026-01-16,ACC-S01458,ACC-R01499,2850.6,EUR,EUR,Germany,United Kingdom,Wire,0
07:42:21,2026-01-16,ACC-S01088,ACC-R01022,2085.15,CAD,CAD,Singapore,Switzerland,ACH,0
07:44:20,2026-01-16,ACC-S01733,ACC-R01337,343.05,JPY,JPY,United Kingdom,Japan,Cash Transfer,0
07:45:39,2026-01-16,ACC-S01586,ACC-R00467,423.7,JPY,JPY,India,United Kingdom,Cash Transfer,0
07:49:28,2026-01-16,ACC-S01276,ACC-R00159,1113.57,CAD,CAD,Australia,Singapore,ACH,0
07:51:13,2026-01-16,ACC-S00964,ACC-R00741,206.27,AUD,AUD,Japan,United States,Cheque,0
07:54:43,2026-01-16,ACC-S01308,ACC-R00824,785.44,EUR,EUR,Canada,Germany,Debit Card,0
07:55:19,2026-01-16,ACC-S00740,ACC-R01780,222.36,CAD,CAD,United Kingdom,Switzerland,Debit Card,0
08:06:34,2026-01-16,ACC-S00133,ACC-R00673,280.09,AUD,AUD,Germany,United Kingdom,Cheque,0
08:15:08,2026-01-16,ACC-S01830,ACC-R00883,96.27,GBP,GBP,Canada,United Kingdom,ACH,0
08:16:29,2026-01-16,BAD-VEL004,ACC-R00761,3755.55,AUD,AUD,India,Switzerland,Wire,1
08:17:20,2026-01-16,ACC-S00644,ACC-R01585,1422.34,AUD,AUD,France,Canada,ACH,0
08:17:51,2026-01-16,ACC-S00604,ACC-R01318,766.47,JPY,AUD,Singapore,Canada,Wire,0
08:17:55,2026-01-16,ACC-S00632,ACC-R00173,378.86,EUR,EUR,Canada,India,Cheque,0
08:24:36,2026-01-16,ACC-S01766,ACC-R00203,96.89,USD,EUR,Germany,Japan,Credit Card,0
08:25:18,2026-01-16,ACC-S01307,ACC-R00570,88.3,AUD,AUD,United States,India,Debit Card,0
08:26:09,2026-01-16,ACC-S01940,ACC-R01579,1125.41,EUR,EUR,Japan,Singapore,Credit Card,0
08:27:33,2026-01-16,ACC-S01662,ACC-R00367,238.76,AUD,USD,United Kingdom,Brazil,Cash Transfer,0
08:28:01,2026-01-16,ACC-S01636,ACC-R01695,760.87,GBP,GBP,Australia,Germany,Cheque,0
08:28:50,2026-01-16,ACC-S01357,ACC-R01430,1265.54,USD,USD,India,Japan,Wire,0
08:31:54,2026-01-16,ACC-S00520,ACC-R01886,22.59,USD,USD,Australia,Switzerland,Wire,0
08:32:46,2026-01-16,ACC-S01470,ACC-R00452,2632.33,GBP,GBP,Canada,Germany,Credit Card,0
08:32:54,2026-01-16,ACC-S00339,ACC-R00866,3839.74,AUD,AUD,India,Switzerland,Wire,0
08:42:55,2026-01-16,ACC-S00209,ACC-R01352,680.37,JPY,JPY,Australia,India,ACH,0
08:43:58,2026-01-16,ACC-S01186,ACC-R00981,1041.59,JPY,JPY,Australia,Japan,Wire,0
08:44:14,2026-01-16,ACC-S01630,ACC-R01662,1609.65,CAD,CAD,Japan,United Kingdom,Cash Transfer,0
08:46:33,2026-01-16,ACC-S01103,ACC-R01614,1285.7,AUD,AUD,Canada,Germany,ACH,0
08:46:55,2026-01-16,ACC-S01889,ACC-R01999,1060.64,CAD,CAD,Canada,India,Credit Card,0
08:51:52,2026-01-16,ACC-S01753,ACC-R00112,338.46,CAD,CAD,United Kingdom,Germany,Credit Card,0
08:52:14,2026-01-16,ACC-S01127,ACC-R01291,113.79,USD,USD,Japan,Australia,ACH,0
08:52:17,2026-01-16,ACC-S01541,ACC-R01643,829.57,USD,USD,Switzerland,Germany,Wire,0
08:55:09,2026-01-16,ACC-S00787,ACC-R00566,1211.78,CAD,CAD,Switzerland,Brazil,Cash Transfer,0
09:00:40,2026-01-16,ACC-S01592,ACC-R01686,170.95,USD,USD,Singapore,Germany,Cash Transfer,0
09:00:57,2026-01-16,ACC-S01041,ACC-R00339,760.96,USD,USD,Japan,Brazil,Cheque,0
09:02:40,2026-01-16,ACC-S01118,ACC-R01563,910.44,EUR,EUR,Switzerland,Australia,Credit Card,0
09:02:50,2026-01-16,ACC-S01219,ACC-R01589,917.12,CAD,CAD,Canada,Canada,Wire,0
09:10:34,2026-01-16,ACC-S00985,ACC-R01217,71.47,EUR,EUR,Switzerland,Brazil,Credit Card,0
09:12:18,2026-01-16,ACC-S01667,ACC-R01014,570.03,USD,USD,Switzerland,United Kingdom,Wire,0
09:15:07,2026-01-16,ACC-S01439,ACC-R00991,127.75,USD,USD,United States,Australia,ACH,0
09:17:09,2026-01-16,BAD-VEL004,ACC-R00761,2821.35,USD,USD,India,Switzerland,Wire,1
09:20:42,2026-01-16,ACC-S00896,ACC-R00855,627.55,AUD,AUD,Canada,United States,Credit Card,0
09:20:49,2026-01-16,ACC-S01717,ACC-R01904,2879.16,USD,USD,Canada,United Kingdom,Debit Card,0
09:23:17,2026-01-16,ACC-S01599,ACC-R01493,1172.13,USD,USD,United Kingdom,Singapore,Credit Card,0
09:24:14,2026-01-16,ACC-S01461,ACC-R01918,3415.65,JPY,GBP,Canada,United States,Debit Card,0
09:24:39,2026-01-16,ACC-S01266,ACC-R01119,708.85,GBP,CAD,Germany,Australia,Cash Transfer,0
09:28:18,2026-01-16,ACC-S00158,ACC-R01530,417.83,EUR,EUR,United States,Australia,Wire,0
09:34:16,2026-01-16,ACC-S00328,ACC-R01739,179.84,GBP,GBP,France,Singapore,Debit Card,0
09:34:38,2026-01-16,ACC-S01544,ACC-R01643,272.04,GBP,GBP,India,Japan,Cheque,0
09:37:35,2026-01-16,ACC-S01142,ACC-R00128,169.96,AUD,AUD,United Kingdom,Switzerland,Wire,0
09:39:25,2026-01-16,ACC-S01579,ACC-R00457,1458.38,GBP,GBP,Brazil,Canada,Wire,0
09:41:39,2026-01-16,ACC-S00757,ACC-R00352,1524.96,CAD,CAD,Canada,Switzerland,Cash Transfer,0
09:49:14,2026-01-16,ACC-S00733,ACC-R00069,304.17,EUR,EUR,France,United States,Debit Card,0
09:50:52,2026-01-16,ACC-S01322,ACC-R01966,258.81,AUD,GBP,France,United Kingdom,Cheque,0
09:51:38,2026-01-16,ACC-S00668,ACC-R01818,1363.66,JPY,JPY,Brazil,United States,Credit Card,0
09:53:04,2026-01-16,ACC-S00840,ACC-R00432,602.19,EUR,EUR,Australia,France,Credit Card,0
09:54:26,2026-01-16,ACC-S00682,ACC-R00112,660.03,USD,USD,Singapore,Canada,Wire,0
09:58:26,2026-01-16,ACC-S01304,ACC-R01566,1889.1,AUD,AUD,Australia,Japan,Cash Transfer,0
09:58:37,2026-01-16,ACC-S01230,ACC-R01599,1218.03,CAD,AUD,Canada,France,Cash Transfer,0
10:07:11,2026-01-16,ACC-S00539,ACC-R01371,175.24,USD,JPY,Brazil,France,Cheque,0
10:07:26,2026-01-16,ACC-S00847,ACC-R01045,4027.55,CAD,CAD,Australia,Canada,Credit Card,0
10:08:30,2026-01-16,ACC-S01623,ACC-R00668,598.1,JPY,JPY,Australia,United States,Cheque,0
10:09:35,2026-01-16,ACC-S01929,ACC-R01528,1336.83,CAD,AUD,Switzerland,India,Cash Transfer,0
10:11:57,2026-01-16,ACC-S01524,ACC-R00706,1241.48,JPY,JPY,United Kingdom,Switzerland,Wire,0
10:22:47,2026-01-16,ACC-S00416,ACC-R00213,295.77,CAD,CAD,Germany,Brazil,Cheque,0
10:26:56,2026-01-16,ACC-S01477,ACC-R00987,410.8,EUR,EUR,India,Australia,Cash Transfer,0
10:28:04,2026-01-16,ACC-S01098,ACC-R01874,435.18,USD,USD,United Kingdom,France,Cash Transfer,0
10:31:45,2026-01-16,ACC-S01630,ACC-R01188,1045.54,AUD,AUD,Japan,Germany,Cash Transfer,0
10:32:15,2026-01-16,ACC-S01724,ACC-R01814,418.8,AUD,AUD,Canada,United States,ACH,0
10:36:57,2026-01-16,ACC-S01222,ACC-R01173,1862.57,GBP,AUD,Germany,Singapore,Cheque,0
10:39:12,2026-01-16,ACC-S01602,ACC-R01062,59.29,USD,USD,United Kingdom,Germany,Cheque,0
10:46:13,2026-01-16,ACC-S01612,ACC-R01778,1425.07,USD,USD,France,Switzerland,Wire,0
10:56:53,2026-01-16,ACC-S00648,ACC-R01850,171.23,EUR,EUR,Australia,Australia,Cash Transfer,0
10:57:14,2026-01-16,ACC-S01205,ACC-R01317,266.01,USD,USD,India,Singapore,Debit Card,0
11:01:32,2026-01-16,ACC-S01141,ACC-R01457,3299.15,GBP,GBP,Australia,United States,ACH,0
11:02:23,2026-01-16,ACC-S00528,ACC-R01770,729.81,USD,USD,Australia,India,ACH,0
11:03:25,2026-01-16,ACC-S01811,ACC-R01184,326.5,EUR,EUR,Switzerland,Singapore,Cash Transfer,0
11:03:48,2026-01-16,ACC-S01849,ACC-R00902,1310.15,CAD,CAD,Japan,Brazil,ACH,0
11:07:10,2026-01-16,ACC-S01005,ACC-R01335,3689.87,AUD,AUD,Brazil,United Kingdom,Cash Transfer,0
11:08:58,2026-01-16,ACC-S01303,ACC-R00384,350.33,GBP,GBP,Switzerland,Singapore,Debit Card,0
11:08:58,2026-01-16,ACC-S01420,ACC-R00400,728.52,JPY,JPY,United States,United Kingdom,Cash Transfer,0
11:13:29,2026-01-16,ACC-S01889,ACC-R01071,290.79,USD,USD,Canada,United Kingdom,Credit Card,0
11:16:09,2026-01-16,ACC-S01768,ACC-R00521,2753.79,JPY,JPY,Australia,Germany,ACH,0
11:16:11,2026-01-16,ACC-S01821,ACC-R00011,711.06,CAD,CAD,Germany,Brazil,Cash Transfer,0
11:17:26,2026-01-16,ACC-S00939,ACC-R00862,710.57,AUD,AUD,Germany,Canada,Wire,0
11:20:39,2026-01-16,ACC-S00327,ACC-R00997,295.26,JPY,JPY,India,Brazil,ACH,0
11:23:30,2026-01-16,ACC-S01510,ACC-R00215,1204.3,GBP,GBP,Switzerland,India,ACH,0
11:24:09,2026-01-16,ACC-S00567,ACC-R00882,624.91,JPY,JPY,Brazil,United States,Wire,0
11:29:36,2026-01-16,ACC-S00207,ACC-R00859,292.76,AUD,AUD,India,Australia,ACH,0
11:31:14,2026-01-16,ACC-S01310,ACC-R01844,429.53,AUD,EUR,United Kingdom,Switzerland,Debit Card,0
11:31:56,2026-01-16,ACC-S01710,ACC-R01535,1191.46,CAD,CAD,Australia,Canada,ACH,0
11:34:21,2026-01-16,ACC-S01271,ACC-R00811,1749.03,USD,USD,United States,France,Credit Card,0
11:38:12,2026-01-16,ACC-S00754,ACC-R00065,1130.91,USD,CAD,India,Switzerland,Cheque,0
11:38:33,2026-01-16,ACC-S00241,ACC-R00948,332.92,EUR,EUR,Brazil,Australia,Wire,0
11:40:27,2026-01-16,ACC-S00386,ACC-R00009,146.12,JPY,JPY,United Kingdom,India,ACH,0
11:41:49,2026-01-16,ACC-S00980,ACC-R00500,158.46,USD,USD,United Kingdom,Germany,Credit Card,0
11:48:39,2026-01-16,ACC-S01168,ACC-R00792,1131.79,USD,USD,United States,United States,Wire,0
11:48:43,2026-01-16,ACC-S00692,ACC-R00006,348.28,AUD,AUD,United Kingdom,Japan,Cheque,0
11:58:13,2026-01-16,ACC-S00444,ACC-R00146,84.79,AUD,AUD,Switzerland,France,Cheque,0
12:01:35,2026-01-16,ACC-S01940,ACC-R00155,2342.06,GBP,USD,Japan,Brazil,Debit Card,0
12:16:17,2026-01-16,ACC-S00938,ACC-R00128,365.09,AUD,AUD,United Kingdom,France,Credit Card,0
12:17:18,2026-01-16,BAD-VEL004,ACC-R00761,1704.87,USD,USD,India,Switzerland,Wire,1
12:18:48,2026-01-16,ACC-S00047,ACC-R00632,441.0,USD,USD,United States,France,ACH,0
12:18:51,2026-01-16,ACC-S01993,ACC-R01988,389.49,CAD,GBP,Germany,United Kingdom,Debit Card,0
12:20:16,2026-01-16,ACC-S00241,ACC-R00248,528.14,CAD,CAD,Brazil,Australia,Cash Transfer,0
12:24:04,2026-01-16,ACC-S01212,ACC-R01998,1337.85,AUD,AUD,India,Switzerland,Wire,0
12:25:56,2026-01-16,ACC-S01853,ACC-R00684,1060.19,EUR,EUR,Singapore,United States,Cheque,0
12:29:31,2026-01-16,ACC-S01713,ACC-R01407,1287.08,AUD,AUD,United Kingdom,Singapore,Wire,0
12:31:33,2026-01-16,ACC-S00005,ACC-R01689,139.03,CAD,CAD,France,France,Cheque,0
12:32:03,2026-01-16,ACC-S00122,ACC-R00534,898.73,GBP,GBP,Japan,United Kingdom,Cash Transfer,0
12:38:17,2026-01-16,ACC-S00577,ACC-R01226,437.74,JPY,JPY,United States,Canada,ACH,0
12:40:41,2026-01-16,ACC-S00525,ACC-R01593,859.61,AUD,AUD,Canada,France,Debit Card,0
12:42:08,2026-01-16,ACC-S00891,ACC-R01874,1114.24,USD,JPY,Singapore,Australia,Cheque,0
12:43:21,2026-01-16,ACC-S00197,ACC-R01513,645.65,JPY,JPY,Germany,France,Cheque,0
12:45:11,2026-01-16,ACC-S00542,ACC-R01390,1187.52,USD,USD,Japan,Australia,Debit Card,0
12:55:21,2026-01-16,ACC-S00528,ACC-R01000,813.66,USD,USD,Australia,Australia,Cheque,0
12:59:23,2026-01-16,ACC-S00631,ACC-R01358,2723.13,AUD,AUD,United Kingdom,Brazil,Cheque,0
